,,event,position,timestamp,status,rate
279,1,2,32,40,1,1
279,2,2,31,50,1,1
279,3,1,31,50,0,1
279,4,0,31,56,1,1
280,0,0,0,1,1,1
281,0,0,0,1,1,1
281,1,1,283,283,0,1
281,2,0,283,764,1,1
281,3,1,289,770,0,1
281,4,0,289,1038,1,1
282,0,0,0,1,1,1
282,1,2,215,228,1,1
282,2,2,209,233,1,1
282,3,1,221,245,0,1
282,4,0,221,258,1,1
283,0,0,0,2,1,1
283,1,2,300,336,1,1
283,2,3,304,339,1,1
283,3,2,303,344,1,1
283,4,1,304,345,0,1
283,5,0,304,363,1,1
284,0,0,0,1,1,1
284,1,1,122,122,0,1
284,2,0,122,941,1,1
284,3,2,159,1004,1,1
284,4,1,200,1047,0,1
284,5,0,200,1113,1,1
285,0,0,0,1,1,1
285,1,1,52,53,0,1
285,2,0,52,654,1,1
285,3,1,54,656,0,1
285,4,0,54,693,1,1
285,5,1,88,727,0,1
285,6,0,88,2319,1,1
286,0,0,0,1,1,1
286,1,2,216,235,1,1
287,0,0,0,1,1,1
288,0,0,0,1,1,1
289,0,0,0,2,1,1
290,0,0,0,1,1,1
291,0,0,0,1,1,1
292,0,0,0,1,1,1
293,0,0,0,1,1,1
294,0,0,0,1,1,1
294,1,2,49,70,1,1
294,2,1,113,135,0,1
294,3,0,113,167,1,1
295,0,0,0,1,1,1
295,1,2,57,143,1,1
295,2,1,141,226,0,1
295,3,0,141,692,1,1
295,4,1,154,705,0,1
295,5,0,154,798,1,1
295,6,2,211,873,1,1
296,0,0,0,1,1,1
296,1,1,3,4,0,1
296,2,0,3,241,1,1
296,3,2,45,322,1,1
296,4,1,47,327,0,1
296,5,0,47,576,1,1
296,6,1,165,694,0,1
296,7,0,165,726,1,1
296,8,1,253,814,0,1
296,9,0,253,845,1,1
296,10,1,260,852,0,1
296,11,2,138,1908,0,1
296,12,3,158,1911,0,1
296,13,3,168,1916,0,1
296,14,1,172,1920,0,1
296,15,0,172,2240,1,1
296,16,1,284,2352,0,1
296,17,0,284,2998,1,1
296,18,2,293,3048,1,1
297,0,0,0,1,1,1
297,1,1,17,18,0,1
297,2,0,17,32,1,1
297,3,1,18,33,0,1
297,4,0,18,571,1,1
298,0,0,0,1,1,1
298,1,1,173,173,0,1
298,2,0,173,258,1,1
298,3,2,254,380,1,1
299,0,0,0,1,1,1
299,1,1,1,2,0,1
299,2,0,1,578,1,1
300,0,0,0,1,1,1
300,1,2,10,26,1,1
300,2,3,180,165,1,1
300,3,2,188,179,1,1
300,4,3,372,180,1,1
301,0,0,0,1,1,1
301,1,1,43,44,0,1
301,2,0,43,93,1,1
301,3,1,89,139,0,1
301,4,0,89,189,1,1
302,0,0,0,1,1,1
302,1,1,6,7,0,1
302,2,0,6,233,1,1
302,3,2,86,319,1,1
304,0,0,0,1,1,1
304,1,3,57,30,1,1
304,2,3,147,41,1,1
304,3,3,188,48,1,1
304,4,3,336,60,1,1
305,0,0,0,1,1,1
308,0,0,0,404,1,1
308,1,2,206,616,1,1
308,2,2,214,637,1,1
308,3,2,213,643,1,1
308,4,2,218,657,1,1
308,5,2,214,666,1,1
308,6,2,204,678,1,1
308,7,2,198,685,1,1
308,8,1,222,710,0,1
308,9,0,222,726,1,1
308,10,2,236,750,1,1
308,11,2,226,755,1,1
308,12,1,241,770,0,1
308,13,0,241,773,1,1
308,14,1,242,774,0,1
308,15,0,242,777,1,1
309,0,0,0,1,1,1
309,1,1,71,71,0,1
309,2,0,71,80,1,1
309,3,1,150,159,0,1
309,4,0,150,259,1,1
311,0,0,0,1,1,1
311,1,2,63,75,1,1
311,2,1,63,75,0,1
311,3,0,63,215,1,1
311,4,1,71,223,0,1
311,5,0,71,282,1,1
311,6,2,84,303,1,1
311,7,1,93,312,0,1
311,8,0,93,396,1,1
311,9,2,169,479,1,1
311,10,1,169,479,0,1
311,11,0,169,589,1,1
311,12,1,171,591,0,1
311,13,0,171,593,1,1
311,14,1,260,681,0,1
311,15,0,260,718,1,1
311,16,1,264,722,0,1
311,17,0,264,911,1,1
311,18,1,299,948,0,1
311,19,0,299,951,1,1
311,20,1,366,1018,0,1
311,21,0,366,1220,1,1
312,0,0,0,2,1,1
312,1,2,44,59,1,1
312,2,3,58,62,1,1
313,0,0,0,1,1,1
313,1,1,7,8,0,1
313,2,0,7,2441,1,1
313,3,2,28,2470,1,1
313,4,1,30,2472,0,1
313,5,0,30,2521,1,1
319,0,0,0,1,1,1
319,1,1,7,8,0,1
319,2,0,7,127,1,1
319,3,2,0,133,1,1
319,4,1,130,264,0,1
319,5,0,130,360,1,1
320,0,0,0,1,1,1
325,0,0,0,1,1,1
330,0,0,0,1,1,1
330,1,2,116,125,1,1
332,0,0,0,1,1,1
332,1,2,45,53,1,1
332,2,2,85,98,1,1
334,0,0,0,1,1,1
334,1,2,274,318,1,1
334,2,3,317,343,1,1
334,3,3,339,349,1,1
335,0,0,0,1,1,1
336,0,0,0,1,1,1
337,0,0,0,3,1,1
338,0,0,0,1,1,1
338,1,2,57,75,1,1
338,2,2,69,96,1,1
338,3,2,114,155,1,1
338,4,2,319,374,1,1
339,0,0,0,1,1,1
339,1,2,40,61,1,1
339,2,2,40,73,1,1
339,3,1,46,79,0,1
339,4,0,46,99,1,1
339,5,2,149,207,1,1
339,6,2,264,334,1,1
339,7,3,272,336,1,1
340,0,0,0,1,1,1
340,1,1,2,3,0,1
340,2,0,2,6,1,1
340,3,1,5,9,0,1
340,4,0,5,11,1,1
340,5,1,7,13,0,1
340,6,0,7,17,1,1
340,7,1,16,26,0,1
340,8,0,16,28,1,1
340,9,2,58,81,1,1
340,10,1,58,81,0,1
340,11,0,58,83,1,1
340,12,2,52,88,1,1
340,13,2,83,127,1,1
340,14,1,84,128,0,1
340,15,0,84,192,1,1
340,16,1,148,256,0,1
340,17,0,148,308,1,1
340,18,1,226,386,0,1
340,19,0,226,429,1,1
340,20,1,249,452,0,1
340,21,0,249,461,1,1
340,22,1,363,575,0,1
340,23,0,363,589,1,1
340,24,1,394,620,0,1
340,25,0,394,634,1,1
341,0,0,0,1,1,1
341,1,2,50,68,1,1
344,0,0,0,1,1,1
344,1,2,44,51,1,1
344,2,1,46,53,0,1
344,3,0,46,77,1,1
344,4,2,149,188,1,1
344,5,1,152,192,0,1
344,6,0,152,218,1,1
344,7,1,172,238,0,1
344,8,0,172,444,1,1
344,9,2,200,499,1,1
344,10,1,200,502,0,1
344,11,0,200,504,1,1
344,12,3,218,506,1,1
346,0,0,0,1,1,1
346,1,2,54,60,1,1
346,2,2,65,81,1,1
346,3,1,280,296,0,1
346,4,0,280,298,1,1
346,5,1,281,299,0,1
346,6,0,281,305,1,1
346,7,1,283,307,0,1
346,8,0,283,330,1,1
346,9,1,293,340,0,1
346,10,0,293,345,1,1
347,0,0,0,1,1,1
347,1,1,31,32,0,1
347,2,0,31,2645,1,1
347,3,1,185,2799,0,1
347,4,0,185,2814,1,1
347,5,1,201,2830,0,1
347,6,0,201,4189,1,1
347,7,1,368,4356,0,1
347,8,0,368,4710,1,1
351,0,0,0,1,1,1
351,1,1,105,105,0,1
351,2,0,105,4269,1,1
351,3,2,0,4276,1,1
351,4,1,9,4285,0,1
351,5,0,9,4313,1,1
351,6,1,134,4438,0,1
351,7,0,134,4613,1,1
351,8,1,174,4653,0,1
351,9,0,174,4693,1,1
355,0,0,0,1,1,1
355,1,1,3,4,0,1
355,2,0,3,787,1,1
355,3,1,35,819,0,1
355,4,0,35,1063,1,1
355,5,1,95,1123,0,1
355,6,0,95,1355,1,1
355,7,1,263,1523,0,1
355,8,0,263,2704,1,1
359,0,0,0,2,1,1
359,1,1,115,117,0,1
359,2,0,115,154,1,1
360,0,0,0,1,1,1
360,1,3,46,3,1,1
360,2,3,80,8,1,1
360,3,3,90,13,1,1
361,0,0,0,1,1,1
361,1,1,2,3,0,1
361,2,0,2,5,1,1
361,3,1,336,337,0,1
361,4,0,336,471,1,1
362,0,0,0,1,1,1
363,0,0,0,1,1,1
364,0,0,0,1,1,1
365,0,0,0,1,1,1
373,0,0,0,2,1,1
373,1,1,5,7,0,1
373,2,0,5,10,1,1
373,3,2,309,323,1,1
373,4,2,412,434,1,1
375,0,0,0,1,1,1
375,1,2,133,143,1,1
375,2,3,142,146,1,1
375,3,2,187,206,1,1
375,4,2,298,330,1,1
375,5,3,303,333,1,1
375,6,2,297,336,1,1
375,7,2,311,362,1,1
375,8,2,349,409,1,1
377,0,0,0,1,1,1
377,1,1,1,2,0,1
377,2,0,1,9,1,1
377,3,2,58,88,1,1
377,4,2,39,95,1,1
377,5,1,223,279,0,1
377,6,2,178,282,0,1
377,7,2,194,318,0,1
377,8,1,197,323,0,1
377,9,0,197,344,1,1
378,0,0,0,1,1,1
378,1,1,22,23,0,1
378,2,0,22,44,1,1
378,3,1,28,50,0,1
378,4,0,28,55,1,1
378,5,1,30,57,0,1
378,6,0,30,94,1,1
378,7,1,69,133,0,1
378,8,0,69,135,1,1
378,9,1,73,140,0,1
378,10,0,73,150,1,1
378,11,1,80,157,0,1
378,12,0,80,167,1,1
378,13,1,89,176,0,1
378,14,0,89,179,1,1
378,15,1,109,199,0,1
378,16,0,109,204,1,1
378,17,1,118,213,0,1
378,18,0,118,219,1,1
378,19,1,126,227,0,1
378,20,0,126,231,1,1
378,21,1,134,239,0,1
378,22,0,134,246,1,1
378,23,1,161,273,0,1
378,24,0,161,280,1,1
378,25,1,187,306,0,1
378,26,0,187,311,1,1
378,27,1,188,312,0,1
378,28,0,188,330,1,1
378,29,1,225,367,0,1
378,30,0,225,382,1,1
378,31,1,294,451,0,1
378,32,0,294,463,1,1
378,33,1,300,470,0,1
378,34,0,300,519,1,1
378,35,1,304,523,0,1
378,36,2,0,848,0,1
378,37,3,292,851,0,1
378,38,2,257,854,0,1
378,39,1,257,854,0,1
378,40,0,257,857,1,1
378,41,1,261,861,0,1
378,42,0,261,865,1,1
378,43,1,271,876,0,1
378,44,0,271,879,1,1
378,45,1,345,952,0,1
378,46,0,345,958,1,1
378,47,1,348,961,0,1
378,48,0,348,966,1,1
378,49,1,416,1034,0,1
378,50,2,409,1037,0,1
378,51,1,409,1037,0,1
378,52,0,409,1068,1,1
379,0,0,0,1,1,1
381,0,0,0,1,1,1
383,0,0,0,1,1,1
391,0,0,0,1,1,1
391,1,1,14,16,0,1
391,2,0,14,19,1,1
391,3,1,50,55,0,1
391,4,0,50,112,1,1
391,5,2,244,313,1,1
392,0,0,0,1,1,1
392,1,2,122,158,1,1
393,0,0,0,1,1,1
393,1,1,125,127,0,1
393,2,0,125,133,1,1
393,3,1,202,210,0,1
393,4,0,202,272,1,1
393,5,2,388,464,1,1
393,6,2,410,492,1,1
393,7,2,444,533,1,1
394,0,0,0,3,1,1
394,1,1,10,13,0,1
394,2,0,10,30,1,1
394,3,1,56,76,0,1
394,4,0,56,78,1,1
394,5,2,15,83,1,1
394,6,2,101,180,1,1
394,7,2,159,247,1,1
394,8,1,402,490,0,1
394,9,0,402,516,1,1
394,10,2,499,622,1,1
395,0,0,0,3,1,1
395,1,1,9,12,0,1
395,2,0,9,894,1,1
395,3,1,94,979,0,1
395,4,0,94,1972,1,1
395,5,1,145,2023,0,1
395,6,0,145,2028,1,1
395,7,2,210,2118,1,1
396,0,0,0,3,1,1
400,0,0,0,1,1,1
401,0,0,0,3,1,1
402,0,0,160,8,1,1
402,1,3,186,11,1,1
403,0,0,0,5,1,1
403,1,1,11,18,0,1
403,2,0,11,21,1,1
403,3,1,24,34,0,1
403,4,0,24,38,1,1
403,5,1,44,58,0,1
403,6,0,44,61,1,1
403,7,1,93,110,0,1
403,8,0,93,113,1,1
404,0,0,0,2,1,1
404,1,1,13,15,0,1
404,2,0,13,28,1,1
404,3,1,21,36,0,1
404,4,0,21,332,1,1
404,5,1,97,408,0,1
404,6,0,97,425,1,1
404,7,1,98,426,0,1
404,8,0,98,428,1,1
404,9,1,100,430,0,1
404,10,0,100,436,1,1
404,11,1,107,443,0,1
404,12,0,107,446,1,1
404,13,1,112,451,0,1
404,14,0,112,455,1,1
404,15,1,120,463,0,1
404,16,0,120,466,1,1
404,17,1,125,471,0,1
404,18,0,125,474,1,1
404,19,2,157,531,1,1
404,20,1,157,535,0,1
404,21,0,157,543,1,1
404,22,2,152,547,1,1
404,23,1,152,547,0,1
404,24,0,152,549,1,1
404,25,2,146,556,1,1
404,26,2,118,561,1,1
404,27,1,118,563,0,1
404,28,0,118,568,1,1
404,29,2,108,571,1,1
404,30,1,108,571,0,1
404,31,0,108,574,1,1
404,32,1,109,575,0,1
404,33,3,161,588,0,1
404,34,1,161,588,0,1
404,35,3,177,619,0,1
404,36,1,293,735,0,1
404,37,0,293,1111,1,1
404,38,1,300,1119,0,1
404,39,0,300,1127,1,1
404,40,1,340,1167,0,1
404,41,0,340,1223,1,1
404,42,2,363,1253,1,1
404,43,1,364,1254,0,1
404,44,0,364,1447,1,1
404,45,1,388,1473,0,1
404,46,0,388,1476,1,1
404,47,1,415,1503,0,1
404,48,0,415,1523,1,1
404,49,1,440,1548,0,1
404,50,0,440,1621,1,1
404,51,1,444,1625,0,1
404,52,0,444,1643,1,1
405,0,0,0,5,1,1
405,1,1,3,8,0,1
405,2,0,3,10,1,1
405,3,1,4,11,0,1
405,4,0,4,15,1,1
405,5,1,7,18,0,1
405,6,0,7,34,1,1
405,7,2,19,55,1,1
405,8,1,20,56,0,1
405,9,0,20,73,1,1
405,10,1,57,110,0,1
405,11,0,57,292,1,1
405,12,1,61,296,0,1
405,13,0,61,298,1,1
405,14,1,88,326,0,1
405,15,0,88,329,1,1
405,16,1,100,341,0,1
405,17,0,100,345,1,1
405,18,1,115,360,0,1
405,19,0,115,433,1,1
405,20,1,171,488,0,1
405,21,0,171,612,1,1
405,22,1,172,613,0,1
405,23,0,172,615,1,1
405,24,1,189,632,0,1
405,25,0,189,652,1,1
405,26,1,228,690,0,1
405,27,0,228,729,1,1
405,28,1,287,787,0,1
405,29,2,283,790,0,1
405,30,1,284,791,0,1
405,31,0,284,815,1,1
405,32,1,286,817,0,1
405,33,0,286,901,1,1
405,34,1,310,925,0,1
405,35,0,310,942,1,1
405,36,2,319,960,1,1
405,37,1,319,960,0,1
405,38,0,319,1011,1,1
405,39,1,328,1020,0,1
405,40,0,328,1082,1,1
405,41,2,388,1147,1,1
405,42,1,389,1148,0,1
405,43,0,389,1174,1,1
405,44,1,394,1179,0,1
405,45,0,394,1504,1,1
405,46,1,395,1505,0,1
405,47,0,395,1509,1,1
405,48,1,412,1526,0,1
405,49,0,412,1528,1,1
405,50,1,422,1538,0,1
405,51,0,422,1540,1,1
405,52,1,431,1549,0,1
405,53,0,431,1559,1,1
405,54,1,435,1563,0,1
405,55,0,435,1569,1,1
405,56,1,445,1579,0,1
405,57,0,445,1585,1,1
405,58,1,449,1589,0,1
405,59,0,449,1603,1,1
405,60,1,455,1609,0,1
405,61,0,455,1619,1,1
405,62,1,458,1622,0,1
405,63,0,458,1633,1,1
405,64,1,464,1639,0,1
405,65,0,464,1654,1,1
405,66,1,468,1658,0,1
405,67,0,468,2912,1,1
405,68,1,495,2941,0,1
405,69,0,495,2944,1,1
405,70,1,497,2946,0,1
405,71,0,497,2954,1,1
405,72,1,504,2961,0,1
405,73,2,498,2966,0,1
405,74,1,498,2966,0,1
405,75,0,498,3003,1,1
405,76,1,530,3035,0,1
405,77,0,530,3037,1,1
406,0,0,0,1,1,1
406,1,2,9,15,1,1
406,2,2,1,24,1,1
406,3,1,77,100,0,1
406,4,0,77,102,1,1
406,5,1,79,104,0,1
406,6,0,79,109,1,1
412,0,0,5,9,1,1
412,1,1,68,72,0,1
412,2,0,68,109,1,1
412,3,1,192,233,0,1
412,4,0,192,237,1,1
412,5,1,204,249,0,1
412,6,0,204,290,1,1
412,7,1,240,326,0,1
412,8,0,240,328,1,1
416,0,0,0,4,1,1
416,1,1,12,16,0,1
416,2,0,12,19,1,1
416,3,2,12,32,1,1
416,4,1,12,32,0,1
416,5,0,12,34,1,1
416,6,3,45,107,1,1
416,7,1,45,107,0,1
416,8,3,53,113,0,1
416,9,1,53,113,0,1
416,10,0,53,136,1,1
416,11,1,102,185,0,1
416,12,0,102,187,1,1
416,13,1,104,189,0,1
416,14,0,104,209,1,1
416,15,2,101,215,1,1
416,16,1,120,234,0,1
416,17,2,119,267,0,1
416,18,1,119,267,0,1
416,19,2,163,315,0,1
416,20,1,163,315,0,1
416,21,0,163,334,1,1
416,22,1,202,373,0,1
416,23,0,202,382,1,1
416,24,1,238,420,0,1
416,25,0,238,429,1,1
416,26,2,287,481,1,1
416,27,1,287,481,0,1
416,28,0,287,487,1,1
416,29,3,325,521,1,1
416,30,2,386,591,1,1
416,31,1,386,591,0,1
416,32,0,386,610,1,1
416,33,1,402,627,0,1
416,34,0,402,970,1,1
416,35,2,375,1006,1,1
416,36,3,380,1009,1,1
416,37,1,380,1009,0,1
416,38,0,380,1011,1,1
416,39,2,348,1071,1,1
416,40,3,386,1074,1,1
416,41,1,386,1075,0,1
416,42,0,386,1078,1,1
416,43,3,452,1080,1,1
416,44,1,453,1085,0,1
416,45,0,453,1091,1,1
416,46,1,466,1104,0,1
416,47,0,466,1110,1,1
416,48,2,503,1149,1,1
416,49,1,503,1149,0,1
416,50,0,503,1151,1,1
416,51,2,500,1155,1,1
416,52,1,500,1157,0,1
416,53,0,500,1159,1,1
420,0,0,0,1,1,1
421,0,0,0,1,1,1
422,0,0,0,1,1,1
423,0,0,0,1,1,1
424,0,0,0,2,1,1
425,0,0,0,2,1,1
426,0,0,0,2,1,1
427,0,0,0,2,1,1
428,0,0,0,1,1,1
429,0,0,0,2,1,1
430,0,0,0,2,1,1
431,0,0,0,1,1,1
431,1,1,298,298,0,1
431,2,0,298,386,1,1
431,3,1,336,424,0,1
431,4,0,336,429,1,1
431,5,1,345,438,0,1
431,6,0,345,677,1,1
432,0,0,0,1,1,1
432,1,2,239,248,1,1
432,2,2,226,254,1,1
432,3,1,243,271,0,1
432,4,0,243,275,1,1
433,0,0,0,1,1,1
433,1,1,93,94,0,1
433,2,0,93,145,1,1
433,3,1,222,274,0,1
433,4,0,222,276,1,1
442,0,0,0,1,1,1
442,1,1,114,114,0,1
442,2,0,114,124,1,1
442,3,1,134,144,0,1
442,4,0,134,196,1,1
442,5,1,144,206,0,1
442,6,0,144,223,1,1
442,7,1,176,255,0,1
442,8,0,176,294,1,1
442,9,1,215,333,0,1
442,10,0,215,387,1,1
443,0,0,0,2,1,1
443,1,1,7,9,0,1
443,2,0,7,295,1,1
443,3,2,88,387,1,1
443,4,1,114,413,0,1
443,5,0,114,415,1,1
443,6,1,144,446,0,1
443,7,0,144,449,1,1
443,8,2,122,451,1,1
443,9,1,131,462,0,1
443,10,0,131,465,1,1
444,0,0,0,1,1,1
444,1,2,125,150,1,1
444,2,1,351,376,0,1
444,3,0,351,383,1,1
445,0,0,0,1,1,1
445,1,2,102,112,1,1
445,2,2,108,134,1,1
445,3,1,112,140,0,1
445,4,0,112,269,1,1
445,5,2,187,352,1,1
445,6,1,188,353,0,1
445,7,0,188,356,1,1
445,8,2,248,424,1,1
445,9,2,477,680,1,1
445,10,3,517,683,1,1
445,11,2,491,689,1,1
445,12,2,480,700,1,1
445,13,1,480,703,0,1
445,14,3,495,705,0,1
446,0,0,0,1,1,1
446,1,1,73,74,0,1
446,2,0,73,284,1,1
446,3,1,133,344,0,1
446,4,0,133,389,1,1
446,5,2,203,481,1,1
446,6,3,221,485,1,1
446,7,1,242,506,0,1
446,8,0,242,514,1,1
446,9,1,337,608,0,1
446,10,0,337,661,1,1
446,11,1,354,678,0,1
446,12,0,354,699,1,1
446,13,1,445,790,0,1
446,14,0,445,818,1,1
447,0,0,0,1,1,1
447,1,1,33,33,0,1
447,2,0,33,43,1,1
448,0,0,0,1,1,1
448,1,1,17,18,0,1
448,2,0,17,86,1,1
448,3,1,51,120,0,1
448,4,0,51,238,1,1
449,0,0,0,1,1,1
456,0,0,0,1,1,1
456,1,1,13,13,0,1
456,2,0,13,72,1,1
456,3,1,30,89,0,1
456,4,0,30,444,1,1
456,5,1,278,690,0,1
456,6,0,278,702,1,1
457,0,0,0,1,1,1
457,1,1,67,67,0,1
457,2,0,67,218,1,1
457,3,0,95,247,1,1
457,4,1,112,264,0,1
457,5,0,112,291,1,1
457,6,1,122,301,0,1
457,7,0,122,319,1,1
457,8,2,155,356,1,1
457,9,1,155,356,0,1
457,10,2,148,359,0,1
457,11,1,148,359,0,1
457,12,0,148,364,1,1
457,13,1,189,405,0,1
457,14,0,189,429,1,1
457,15,1,190,430,0,1
457,16,0,190,713,1,1
457,17,1,197,720,0,1
457,18,0,197,730,1,1
457,19,1,216,749,0,1
457,20,0,216,780,1,1
458,0,0,0,1,1,1
459,0,0,0,1,1,1
460,0,0,0,1,1,1
461,0,0,0,1,1,1
461,1,3,533,273,1,1
462,0,0,0,11,1,1
463,0,0,0,9,1,1
465,0,0,0,3,1,1
466,0,0,0,9,1,1
467,0,0,0,1,1,1
468,0,0,0,1,1,1
469,0,0,0,1,1,1
470,0,0,0,1,1,1
471,0,0,0,2,1,1
472,0,0,0,1,1,1
473,0,0,0,2,1,1
475,0,0,0,2,1,1
476,0,0,0,2,1,1
477,0,0,0,2,1,1
478,0,0,0,2,1,1
479,0,0,0,2,1,1
480,0,0,0,1,1,1
480,1,1,107,107,0,1
480,2,0,107,109,1,1
480,3,1,109,111,0,1
480,4,0,109,114,1,1
480,5,1,113,118,0,1
480,6,0,113,122,1,1
480,7,1,119,129,0,1
480,8,0,119,132,1,1
480,9,1,131,144,0,1
480,10,0,131,148,1,1
480,11,1,147,164,0,1
480,12,0,147,169,1,1
480,13,1,161,183,0,1
480,14,0,161,188,1,1
480,15,1,169,196,0,1
480,16,0,169,201,1,1
480,17,1,191,223,0,1
480,18,0,191,226,1,1
480,19,1,202,237,0,1
480,20,0,202,241,1,1
480,21,1,219,258,0,1
480,22,0,219,262,1,1
480,23,1,233,276,0,1
480,24,0,233,278,1,1
480,25,1,244,289,0,1
480,26,0,244,293,1,1
480,27,1,256,305,0,1
480,28,0,256,309,1,1
480,29,1,265,318,0,1
480,30,0,265,323,1,1
480,31,1,285,343,0,1
480,32,0,285,349,1,1
480,33,1,297,361,0,1
480,34,0,297,365,1,1
480,35,1,306,374,0,1
480,36,0,306,378,1,1
480,37,1,329,401,0,1
480,38,0,329,404,1,1
480,39,1,339,414,0,1
480,40,0,339,418,1,1
480,41,1,345,424,0,1
480,42,0,345,427,1,1
480,43,1,365,447,0,1
480,44,0,365,450,1,1
480,45,1,377,462,0,1
480,46,0,377,466,1,1
480,47,1,387,476,0,1
480,48,0,387,480,1,1
480,49,1,399,492,0,1
480,50,0,399,496,1,1
480,51,1,413,510,0,1
480,52,0,413,514,1,1
480,53,1,423,524,0,1
480,54,0,423,528,1,1
480,55,1,431,536,0,1
480,56,0,431,539,1,1
480,57,1,443,551,0,1
480,58,0,443,555,1,1
480,59,1,458,570,0,1
480,60,0,458,573,1,1
480,61,1,466,581,0,1
480,62,0,466,584,1,1
480,63,1,485,603,0,1
480,64,0,485,606,1,1
480,65,1,515,636,0,1
480,66,0,515,640,1,1
481,0,0,0,1,1,1
482,0,0,0,1,1,1
483,0,0,0,1,1,1
484,0,0,0,3,1,1
485,0,0,0,1,1,1
486,0,0,0,3,1,1
487,0,0,0,3,1,1
488,0,0,0,1,1,1
489,0,0,0,1,1,1
489,1,1,6,7,0,1
489,2,0,6,70,1,1
489,3,1,17,81,0,1
489,4,0,17,90,1,1
489,5,1,204,276,0,1
489,6,0,204,290,1,1
489,7,2,191,304,1,1
489,8,2,206,327,1,1
500,0,0,0,1,1,1
500,1,2,172,214,1,1
500,2,3,200,234,1,1
501,0,0,0,1,1,1
501,1,1,216,216,0,1
501,2,0,216,236,1,1
502,0,0,0,1,1,1
503,0,0,0,1,1,1
503,1,1,62,62,0,1
503,2,0,62,99,1,1
503,3,1,73,110,0,1
503,4,0,73,196,1,1
503,5,2,82,212,1,1
503,6,2,78,221,1,1
503,7,1,79,222,0,1
503,8,0,79,283,1,1
503,9,1,103,307,0,1
503,10,0,103,418,1,1
503,11,1,136,451,0,1
503,12,0,136,484,1,1
503,13,2,140,498,1,1
503,14,2,132,504,1,1
505,0,0,0,1,1,1
